// ITEAMO . PAYMENT FORM . CORRECTION <<<                                      
"Developer Client Restrictions","Ограничения, накладываемые разработчиком на пользователей"
"Disable email communications","Отключение сообщений электронной почты"
"Disable modules output","Отключение вывода модулей"
"Duplicate Of Template Code","Копия кода шаблона"
"Edit Design Change","Изменить дизайн"
"Edit Store","Изменить магазин"
"Empty identifier field name","Пусто название идентификатора поля"
"Empty main table name","Пустое название основной таблицы"
"Enabled for Admin","Включено для административной панели"
"Enabled for Frontend","Включено для сайта"
"Error in file: ""%s"" - %s","Ошибка в файле: ""%s"" - %s"
"Error while saving. Please try again later.","Ошибка при сохранении. Пожалуйста, попробуйте еще раз позже."
"Error: Passwords do not match","Ошибка: пароли не совпадают"
"Exceptions Log File Name","Имя файла лога для исключений"
"First Day of Week","Первый день недели"
"Footer","Низ (footer)"
"Forgot Password Email Sender","Письмо о забытом пароле. Отправитель"
"Forgot Password Email Template","Письмо о забытом пароле. Шаблон"
"General","Общие"
"General contact","Общий контакт"
"HTML Head","Заголовок HTML"
"Header","Заголовок"
"Id path for specified store","ID путь для указанного магазина"
"Incorrect credit card expiration date","Неверная дата истечения банковской карты"
"Invalid base url type","Неправильный базовый тип url"
"Invalid block name to set child %s: %s","Неправильное название блока для установки под-блока %s: %s"
"Invalid block type: %s","Неверный тип блока: %s"
"Invalid layout update argument, expected Mage_Core_Model_Layout_Element","Неправильный аргумент макета обновления (layout update), ожидается Mage_Core_Model_Layout_Element"
"Invalid layout update handle","Неверный дескриптор макета обновления (Invalid layout update handle)"
"Invalid messages storage ""%s"" for layout messages initialization","Неверное хранилище сообщений ""%s"" для инициализации сообщений шаблона"
"Invalid transactional email code: ","Неправильный email код транзакци:"
"Invalid websites configuration path: %s","Неверный путь конфигурации веб-сайтов: %s"
"Layouts","Макеты"
"Leave empty for access from any location","Оставьте пустым для доступа из любого места"
"Locale options","Языковые варианты"
"Log Settings","НАстройки лога"
"Logging from Mage::log(). File is located in {{base_dir}}/var/log","Лог Mage::log(). Файл находится в {{base_dir}}/var/log"
"Logging from Mage::logException(). File is located in {{base_dir}}/var/log","Лог from Mage::logException(). Файл находится в {{base_dir}}/var/log"
"Logo Image Alt","Alt изображения логотипа"
"Logo Image Src","Расположение изображения логотипа"
"Match expressions in the same order as displayed in the configuration.","Сравнить выражения в том порядке, который указан в конфигурации."
"Miscellaneous HTML","Различный HTML"
"Miscellaneous scripts","Различные скрипты"
"Model class does not exist: %s","Модель класса не существует: %s"
"Model collection resource name is not defined","Модель коллекций ресурса не определена"
"Module ""%1$s"" can not be depended from ""%2$s""","Модуль ""%1$s"" не может зависеть от ""%2$s"""
"New Design Change","Смена дизайна"
"New Store","Новый магазин"
"Please choose to register or to checkout as a guest","Пожалуйста, выберите регистрацию или оформление заказа без регистрации."
"Please define flag code.","Определитесь с этим кодом."
"Please enter 6 or more characters. Leading or trailing spaces will be ignored.","Введите 6 или больее символов. Пробелы в начале или конце будут удалены."
"Please make sure that Base URL ends with '/' (slash), e.g. http://yourdomain/magento/","Убедитесь, что ссылка заканчивается '/' (косая черта), например, http://yourdomain/magento/"
"Please specify payment method.","Укажите метод оплаты."
"Please specify shipping method.","Укажите метод доставки."
"Please use letters only (a-z or A-Z) in this field.","Пожалуйста, используйте только буквы (а-я,А-Я,a-z,A-Z) в этом поле."
"Please use only letters (a-z), numbers (0-9) or underscore(_) in this field, first character should be a letter.","Пожалуйста, используйте только буквы (a-z) или цифры (0-9) в этом поле или подчеркивание. Первым символом должна быть буква."
"Polls","Опросы"
"Port (25)","Порт (25)"
"Profiler","Профайлер"
"Prototype Deprecation Log","Лог библиотеки Prototype"
"Request path for specified store","Запрашиваемый путь для указанного магазина"
"Requested invalid store ""%s""","Запрошен неверный магазин ""%s"""
"Resource is not set","Ресурс не установлен"
"Root Category","Корневой раздел"
"SMTP settings (Windows server only)","SMTP настройки (только для Windows-сервера)"
"Sales representative","Представитель по продажам"
"Save Store","Сохранить магазин"
"Save Store View","Сохранить вид магазина"
"Save Website","Сохранить сайт"
"Search Engines Optimization","Поисковая оптимизация"
"Secure","Безопасное соединение"
"Sender email","Email отправителя"
"Sender name","Имя отправителя"
"Services","Сервисы"
"Session Cookie management","Управление сессиями cokies"
"Session Validation Settings","Настройки проверки сессий"
"Set as default","Установить по умолчанию"
"Skin (Images / CSS)","Скин (изображения / CSS)"
"Specified date/time ""%1$s"" do not match format ""%2$s"".","Указанная временная величина ""%1$s"" не соответствует формату ""%2$s""."
"Specify either category or product, or both.","Specify either category or product, or both."
"Start date can\'t be greater than end date","Дата начала не может быть позднее даты окончания"
"Startup page","Startup page"
"Store Email Addresses","Email адреса магазина"
"Store Information","Информация о магазине"
"Store Name","Название магазина"
"Store View Information","Информация вида магазина"
"Store View Name","Название вида магазина"
"Store View was successfully saved","Вид магазина был успешно сохранен"
"Store code should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","Код магазина может содержать только буквы, цифры или подчеркивание. Первым символом должна быть буква."
"Store doesn't exist","Магазин не существует"
"Store view doesn't exist","Вид магазина не существует"
"Store view was successfully deleted.","Вид магазина успешно удалён."
"Store was successfully deleted.","Магазин был удален."
"Store was successfully saved","Магазин был успешно сохранен"
"Store with the same code","Магазин с тем же кодом"
"System Log File Name","Системный лог"
"Template Path Hints","Подсказка пути шаблона"
"Templates","Шаблоны"
"The %s you entered is invalid. Please make sure that it follows ""http://domain.com/"" format.","Вы ввели что-то непонятное: %s. Убедитесь, что введённое Вами соответствует формату ""http://domain.com/""."
"Themes","Темы"
"This category and all its child elements","Эта категория со всеми подкатегориями"
"This category and its child categories only","Эта категория со всеми её подкатегориями"
"This category and its products only","Эта категория со всеми её товарами"
"This category only","Только этот раздел"
"This store cannot be deleted","Невозможно удалить этот магазин"
"This store cannot be deleted.","Невозможно удалить этот магазин."
"This store view cannot be deleted","Невозможно удалить этот вид магазина"
"This store view cannot be deleted.","Невозможно удалить этот вид магазина."
"This website cannot be deleted","Невозможно удалить этот сайт"
"This website cannot be deleted.","Невозможно удалить этот сайт."
"This will be displayed just before body closing tag","Это будет отображено в конце страницы (перед </body>)"
"This will be included before head closing tag in page HTML","Это будет отображено в конце заголовка страницы (перед </head>)"
"Timezone","Часовой пояс"
"Title Prefix","Префикс заголовка"
"Title Suffix","Суффикс Заголовка"
"Translate Inline","Построчный перевод"
"Translate cache should be disabled for both Frontend and Admin inline translations","Кэш перевода должен быть отключён для всеё системы на время построчного перевода"
"Translations","Переводы"
"Unable to delete store view. Please, try again later.","Невозможно удалить вид магазина. Система занята, попробуйте ещё раз позже"
"Unable to delete store. Please, try again later.","Невозможно удалить магазин. Система занята, попробуйте ещё раз позже"
"Unable to delete website. Please, try again later.","Невозможно удалить сайт. Система занята, попробуйте ещё раз позже."
"Unknown scope ""%s""","Неизвестный набор ""%s"""
"Unsecure","Небезопасное соединение"
"Url Options","Параметры ссылки"
"Use HTTP Only","Use HTTP Only"
"Use Secure URLs in Admin","Использовать защищенные url в административной панели"
"Use Secure URLs in Frontend","Использовать защищенные url на сайте магазина"
"Use Web Server Rewrites","Использовать Web Server Rewrites"
"Use custom admin URL","Использовать указанный адрес (URL) для администратора"
"Validate HTTP_USER_AGENT","Проверить HTTP_USER_AGENT"
"Validate HTTP_VIA","Проверить HTTP_VIA"
"Validate HTTP_X_FORWARDED_FOR","Проверить HTTP_X_FORWARDED_FOR"
"Validate REMOTE_ADDR","Проверить REMOTE_ADDR"
"Web","Интернет"
"Website Information","Информация о сайте"
"Website Name","Название сайта"
"Website code should contain only letters (a-z), numbers (0-9) or underscore(_), first character should be a letter","Код сайта может содержать только буквы, цифры или подчеркивание. Первым символом должна быть буква."
"Website doesn't exist","Сайт не существует."
"Website was successfully deleted.","Веб-сайт был удален."
"Website was successfully saved","Веб-сайт был успешно сохранен"
"Website with the same code","Веб-сайт с тем же кодом"
"Weekend Days","Выходные дни"
"Welcome Text","Текст приветствия"
"Wrong number of arguments for %s","Неверное число аргументов для %s"
"Your order can not be completed at this time as there is no payment methods available for it.","Ваш заказ сейчас не может быть завершён, так как для него не заданы варианты оплаты."
"Your order can not be completed at this time as there is no shipping methods available for it. Please make neccessary changes in your shipping address.","Ваш заказ сейчас не может быть завершён, так как для него нет методов доставки. Пожалуйста, измените адрес доставки."
"Your session has been expired, you will be relogged in now.","Срок вашей сессии истек, вы должны войти в систему"
